mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0.23731509844462076,0.030787038091811485,0.017801284790039062,0.011616022367077724,1,3,75,1,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 75, 'subsample': 1}",-0.1954782346769507,-0.20746944738024822,-0.20434726690235944,-0.20243164965318608,0.0050793364138719795,70,-0.19418279265582916,-0.2002091107003069,-0.1999475451400807,-0.19811314949873893,0.0027812326787511293
0.24384125073750815,0.003390793258387669,0.010220607121785482,0.0007000998096757542,1,3,75,0.9,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 75, 'subsample': 0.9}",-0.19605553824734065,-0.20156710962334462,-0.21009321355162316,-0.20257195380743612,0.005774736118810552,71,-0.19304499461775745,-0.19869403826728094,-0.204072310362202,-0.19860378108241347,0.004502335164592094
0.2150122324625651,0.005234307380733259,0.013264735539754232,0.001976141386315334,0.8,3,75,1,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 75, 'subsample': 1}",-0.19488028208911204,-0.204899662091723,-0.2097737372513384,-0.20318456047739117,0.006199996334833574,72,-0.19282140944931828,-0.1984040380788809,-0.20219517137974582,-0.197806872969315,0.003850048294774612
0.19099346796671549,0.024549096522782983,0.011223634084065756,0.0005337489438581528,0.8,3,50,0.9,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.9}",-0.19859292772792256,-0.20561305519223222,-0.206062779523954,-0.20342292081470292,0.0034202522233889167,73,-0.19712597251111252,-0.1989119080434072,-0.20122830188353388,-0.19908872747935122,0.0016794295469302317
0.20818273226420084,0.0019838505371270352,0.009750048319498697,0.0002626486515523319,0.8,3,50,0.8,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-0.20084829619111727,-0.20520888491424744,-0.20569985846350466,-0.20391901318962313,0.002180556644560001,74,-0.1984084165263317,-0.19975244189518077,-0.20348961212115663,-0.20055015684755637,0.0021497130083106063
0.16191601753234863,0.0028689289001981315,0.010026375452677408,0.0013058878691379154,0.9,3,50,1,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1}",-0.19983658041265687,-0.20476776035412417,-0.20770799579727975,-0.20410411218802027,0.0032475751677828032,75,-0.19852761528088894,-0.20104462329612033,-0.20141325899114793,-0.20032849918938575,0.0012822792747874457
0.1488527456919352,0.00907063586096239,0.009927034378051758,0.000512633913969843,0.8,3,50,1,"{'colsample_bylevel': 0.8, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1}",-0.20007659486298773,-0.204859183142971,-0.210283270316642,-0.2050730161075336,0.004169600249153182,76,-0.19941934398242797,-0.1994544153914293,-0.20331720276396806,-0.20073032071260843,0.0018292578753267182
0.17863241831461588,0.008380022171723818,0.011810700098673502,0.0015261916661270596,0.9,3,50,0.9,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.9}",-0.20163959822686495,-0.20389810668081507,-0.21108754063049479,-0.20554174851272497,0.004028405207132612,77,-0.19774998202408667,-0.1983172684610153,-0.20549094515260283,-0.2005193985459016,0.0035230346977506645
0.17392047246297201,0.009904109186703845,0.01200564702351888,0.0020076994857517287,1,3,50,0.8,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-0.20140137136595412,-0.20629376878934752,-0.2094434177650711,-0.20571285264012426,0.003308748529853235,78,-0.1980571245376044,-0.19961122384572258,-0.2046319808779126,-0.20076677642041318,0.0028057869114359907
0.1619595686594645,0.006508423143908934,0.010174989700317383,0.000683132457747118,1,3,50,1,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1}",-0.20458385848861085,-0.2054863253628588,-0.2079507920291202,-0.20600699196019664,0.0014229969889261215,79,-0.20179454571328662,-0.1976954115452152,-0.2039377170492041,-0.20114255810256862,0.0025897761016067085
0.16840092341105142,0.004302381759945424,0.013456424077351889,0.0015493968274566405,0.9,3,50,0.8,"{'colsample_bylevel': 0.9, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-0.2027990067984383,-0.20627515124620016,-0.2092234139971948,-0.20609919068061108,0.002625702896919911,80,-0.19942033645096874,-0.20111306763816456,-0.2044168715343839,-0.20165009187450575,0.0020748713988683735
0.17795165379842123,0.0037411859095000184,0.009679238001505533,0.00027821533366415713,1,3,50,0.9,"{'colsample_bylevel': 1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.9}",-0.20172695278264913,-0.2092238584347823,-0.2090494789346986,-0.20666676338404333,0.0034936989601039754,81,-0.19806888838803632,-0.20445369589951745,-0.20433532082640993,-0.20228596837132126,0.0029823174270523244
